key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-classify	word-title	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
4018	2578	0	^^	1	submission, obedience /$gk: [[upotagh]]$/	submission, obedience /$gk: [[upotagh]]$/	upotagh	822a	1	2010-04-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/4018.html	―	"<span class=""word""><span class=""spelling"">―</span> <span class=""nag-hammadi""></span></span>"	―	"<span class=""word""><span class=""spelling"">―</span> (ⲡ)</span>"	noun male	υποταγη	submission, obedience [υποταγη]	submission, obedience	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=822a	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	― (ⲡ)	0
4019	2580	0	Ji nG.,Gi nJ.	0	use violence, do evil |$ {intr:}  /$gk: [[adikein]]$/ |$ {tr:} hurt, ill-treat, constrain /$gk: [[adikein, biazesqai]]$/	use violence, do evil |$ {intr:}  /$gk: [[adikein]]$/ |$ {tr:} hurt, ill-treat, constrain /$gk: [[adikein, biazesqai]]$/	adikein, biazesqai	822a	1	2010-04-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/4019.html	ϫⲓ ⲛϭ., ϭⲓ ⲛϫ.	"<span class=""word""><span class=""spelling"">ϫⲓ ⲛϭ.</span>, <span class=""spelling"">ϭⲓ ⲛϫ.</span> <span class=""nag-hammadi""></span></span>"	ϫⲓ ⲛϭ., ϭⲓ ⲛϫ.	"<span class=""word""><span class=""spelling"">ϫⲓ ⲛϭ.</span>, <span class=""spelling"">ϭⲓ ⲛϫ.</span></span>"	-	αδικειν, βιαζεσθαι	"use violence, do evil
― <b>intr:</b> [αδικειν]
― <b>tr:</b> hurt, ill-treat, constrain [αδικειν, βιαζεσθαι]"	"use violence, do evil
― <b>intr:</b> 
― <b>tr:</b> hurt, ill-treat, constrain"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=822a	ϫⲓ ⲛϭ., ϭⲓ ⲛϫ.	ϫⲓ ⲛϭ., ϭⲓ ⲛϫ.	ϫⲓ ⲛϭ., ϭⲓ ⲛϫ.	ϫⲓ ⲛϭ., ϭⲓ ⲛϫ.	ϫⲓ ⲛϭ., ϭⲓ ⲛϫ.	ϫⲓ ⲛϭ., ϭⲓ ⲛϫ.	ϫⲓ ⲛϭ., ϭⲓ ⲛϫ.	ϫⲓ ⲛϭ., ϭⲓ ⲛϫ.	ϫⲓ ⲛϭ., ϭⲓ ⲛϫ.	ϫⲓ ⲛϭ., ϭⲓ ⲛϫ.	0
8603	2580	4019		99	With following preposition:	With following preposition:		822b	2	2010-08-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/8603.html					HEADER		With following preposition:	With following preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=822b											1
8604	2580	8603	^^^ e-	0				822b	3	2010-08-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/8604.html	<i><b>c</b></i> ⲉ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲉ-</span> <span class=""nag-hammadi""></span></span>"	ⲉ-	"<span class=""word""><span class=""spelling"">ⲉ-</span> (c)</span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=822b	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	2
8605	2580	8603	^^^ eHrhi eJen-	0				822b	4	2010-08-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/8605.html	<i><b>c</b></i> ⲉϩⲣⲏⲓ ⲉϫⲉⲛ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲉϩⲣⲏⲓ ⲉϫⲉⲛ-</span> <span class=""nag-hammadi""></span></span>"	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ-	"<span class=""word""><span class=""spelling"">ⲉϩⲣⲏⲓ ⲉϫⲉⲛ-</span> (c)</span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=822b	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ- (c)	ⲉϩⲣⲏⲓ ⲉϫⲉⲛ- (c)	2
8606	2580	8603	^^^ ntn-	0				822b	5	2010-08-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/8606.html	<i><b>c</b></i> ⲛⲧⲛ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲛⲧⲛ-</span> <span class=""nag-hammadi""></span></span>"	ⲛⲧⲛ-	"<span class=""word""><span class=""spelling"">ⲛⲧⲛ-</span> (c)</span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=822b	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	ⲛⲧⲛ- (c)	2
8607	2580	8603	^^^ Hn-	0				822b	6	2010-08-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/8607.html	<i><b>c</b></i> ϩⲛ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ϩⲛ-</span> <span class=""nag-hammadi""></span></span>"	ϩⲛ-	"<span class=""word""><span class=""spelling"">ϩⲛ-</span> (c)</span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=822b	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	ϩⲛ- (c)	2
8608	2580	8603	^^^ ebol Hitn-	0	(/*passive*/)	(/*passive*/)		822b	7	2010-08-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/8608.html	<i><b>c</b></i> ⲉⲃⲟⲗ ϩⲓⲧⲛ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲉⲃⲟⲗ ϩⲓⲧⲛ-</span> <span class=""nag-hammadi""></span></span>"	ⲉⲃⲟⲗ ϩⲓⲧⲛ-	"<span class=""word""><span class=""spelling"">ⲉⲃⲟⲗ ϩⲓⲧⲛ-</span> (c)</span>"	-		<i>(passive)</i>	<i>(passive)</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=822b	ⲉⲃⲟⲗ ϩⲓⲧⲛ- (c)	ⲉⲃⲟⲗ ϩⲓⲧⲛ- (c)	ⲉⲃⲟⲗ ϩⲓⲧⲛ- (c)	ⲉⲃⲟⲗ ϩⲓⲧⲛ- (c)	ⲉⲃⲟⲗ ϩⲓⲧⲛ- (c)	ⲉⲃⲟⲗ ϩⲓⲧⲛ- (c)	ⲉⲃⲟⲗ ϩⲓⲧⲛ- (c)	ⲉⲃⲟⲗ ϩⲓⲧⲛ- (c)	ⲉⲃⲟⲗ ϩⲓⲧⲛ- (c)	ⲉⲃⲟⲗ ϩⲓⲧⲛ- (c)	2
4020	2580	4019	(S,A,B,F) ^^	0	violence, iniquity /$gk: [[adikia, adikhma, bia]]$/ | (as adj) /$gk: [[adikos]]$/	violence, iniquity /$gk: [[adikia, adikhma, bia]]$/ | (as adj) /$gk: [[adikos]]$/	adikia, adikhma, bia, adikos	822b	8	2010-04-01	2010-04-01	vagrant	vagrant	https://pishoyg.github.io/crum/4020.html	(S, A, B, F) ―	"<span class=""word S A B F"">(<span class=""dialect S"">S</span>, <span class=""dialect A"">A</span>, <span class=""dialect B"">B</span>, <span class=""dialect F"">F</span>) <span class=""spelling S A B F"">―</span> <span class=""nag-hammadi""></span></span>"	―	"<span class=""word S A B F"">(<span class=""dialect S"">S</span>, <span class=""dialect A"">A</span>, <span class=""dialect B"">B</span>, <span class=""dialect F"">F</span>) <span class=""spelling S A B F"">―</span></span>"	-	αδικια, αδικημα, βια, αδικοσ	"violence, iniquity [αδικια, αδικημα, βια]
<i>as adj</i> [αδικοσ]"	"violence, iniquity 
<i>as adj</i>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=822b	―			―		―	―				1
4021	2580	4019	mnt..Ji nG.,mnt..Gi nJ.	0	 /$gk: [[adikia, adikhma]]$/	 /$gk: [[adikia, adikhma]]$/	adikia, adikhma	822b	9	2010-04-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/4021.html	ⲙⲛⲧϫⲓ ⲛϭ., ⲙⲛⲧϭⲓ ⲛϫ.	"<span class=""word""><span class=""spelling"">ⲙⲛⲧϫⲓ ⲛϭ.</span>, <span class=""spelling"">ⲙⲛⲧϭⲓ ⲛϫ.</span> <span class=""nag-hammadi""></span></span>"	ⲙⲛⲧϫⲓ ⲛϭ., ⲙⲛⲧϭⲓ ⲛϫ.	"<span class=""word""><span class=""spelling"">ⲙⲛⲧϫⲓ ⲛϭ.</span>, <span class=""spelling"">ⲙⲛⲧϭⲓ ⲛϫ.</span></span>"	-	αδικια, αδικημα	[αδικια, αδικημα]		https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=822b	ⲙⲛⲧϫⲓ ⲛϭ., ⲙⲛⲧϭⲓ ⲛϫ.	ⲙⲛⲧϫⲓ ⲛϭ., ⲙⲛⲧϭⲓ ⲛϫ.	ⲙⲛⲧϫⲓ ⲛϭ., ⲙⲛⲧϭⲓ ⲛϫ.	ⲙⲛⲧϫⲓ ⲛϭ., ⲙⲛⲧϭⲓ ⲛϫ.	ⲙⲛⲧϫⲓ ⲛϭ., ⲙⲛⲧϭⲓ ⲛϫ.	ⲙⲛⲧϫⲓ ⲛϭ., ⲙⲛⲧϭⲓ ⲛϫ.	ⲙⲛⲧϫⲓ ⲛϭ., ⲙⲛⲧϭⲓ ⲛϫ.	ⲙⲛⲧϫⲓ ⲛϭ., ⲙⲛⲧϭⲓ ⲛϫ.	ⲙⲛⲧϫⲓ ⲛϭ., ⲙⲛⲧϭⲓ ⲛϫ.	ⲙⲛⲧϫⲓ ⲛϭ., ⲙⲛⲧϭⲓ ⲛϫ.	1
4022	2580	4019	r J.,er G.	0	 /$gk: [[adikein]]$/	 /$gk: [[adikein]]$/	adikein	822b	10	2010-04-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/4022.html	ⲣ ϫ., ⲉⲣ ϭ.	"<span class=""word""><span class=""spelling"">ⲣ ϫ.</span>, <span class=""spelling"">ⲉⲣ ϭ.</span> <span class=""nag-hammadi""></span></span>"	ⲣ ϫ., ⲉⲣ ϭ.	"<span class=""word""><span class=""spelling"">ⲣ ϫ.</span>, <span class=""spelling"">ⲉⲣ ϭ.</span></span>"	-	αδικειν	[αδικειν]		https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=822b	ⲣ ϫ., ⲉⲣ ϭ.	ⲣ ϫ., ⲉⲣ ϭ.	ⲣ ϫ., ⲉⲣ ϭ.	ⲣ ϫ., ⲉⲣ ϭ.	ⲣ ϫ., ⲉⲣ ϭ.	ⲣ ϫ., ⲉⲣ ϭ.	ⲣ ϫ., ⲉⲣ ϭ.	ⲣ ϫ., ⲉⲣ ϭ.	ⲣ ϫ., ⲉⲣ ϭ.	ⲣ ϫ., ⲉⲣ ϭ.	1
4023	2580	4019	reFJ.,reFG.	0	 /$gk: [[adikos, biasths]]$/	 /$gk: [[adikos, biasths]]$/	adikos, biasths	822b	11	2010-04-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/4023.html	ⲣⲉϥϫ., ⲣⲉϥϭ.	"<span class=""word""><span class=""spelling"">ⲣⲉϥϫ.</span>, <span class=""spelling"">ⲣⲉϥϭ.</span> <span class=""nag-hammadi""></span></span>"	ⲣⲉϥϫ., ⲣⲉϥϭ.	"<span class=""word""><span class=""spelling"">ⲣⲉϥϫ.</span>, <span class=""spelling"">ⲣⲉϥϭ.</span></span>"	-	αδικοσ, βιαστησ	[αδικοσ, βιαστησ]		https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=822b	ⲣⲉϥϫ., ⲣⲉϥϭ.	ⲣⲉϥϫ., ⲣⲉϥϭ.	ⲣⲉϥϫ., ⲣⲉϥϭ.	ⲣⲉϥϫ., ⲣⲉϥϭ.	ⲣⲉϥϫ., ⲣⲉϥϭ.	ⲣⲉϥϫ., ⲣⲉϥϭ.	ⲣⲉϥϫ., ⲣⲉϥϭ.	ⲣⲉϥϫ., ⲣⲉϥϭ.	ⲣⲉϥϫ., ⲣⲉϥϭ.	ⲣⲉϥϫ., ⲣⲉϥϭ.	1
4024	2580	4023	mnt..reF.,met..reF.	0	 /$gk: [[adikia]]$/	 /$gk: [[adikia]]$/	adikia	822b	12	2010-04-01	1900-01-01	vagrant		https://pishoyg.github.io/crum/4024.html	ⲙⲛⲧⲣⲉϥ., ⲙⲉⲧⲣⲉϥ.	"<span class=""word""><span class=""spelling"">ⲙⲛⲧⲣⲉϥ.</span>, <span class=""spelling"">ⲙⲉⲧⲣⲉϥ.</span> <span class=""nag-hammadi""></span></span>"	ⲙⲛⲧⲣⲉϥ., ⲙⲉⲧⲣⲉϥ.	"<span class=""word""><span class=""spelling"">ⲙⲛⲧⲣⲉϥ.</span>, <span class=""spelling"">ⲙⲉⲧⲣⲉϥ.</span></span>"	-	αδικια	[αδικια]		https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=822b	ⲙⲛⲧⲣⲉϥ., ⲙⲉⲧⲣⲉϥ.	ⲙⲛⲧⲣⲉϥ., ⲙⲉⲧⲣⲉϥ.	ⲙⲛⲧⲣⲉϥ., ⲙⲉⲧⲣⲉϥ.	ⲙⲛⲧⲣⲉϥ., ⲙⲉⲧⲣⲉϥ.	ⲙⲛⲧⲣⲉϥ., ⲙⲉⲧⲣⲉϥ.	ⲙⲛⲧⲣⲉϥ., ⲙⲉⲧⲣⲉϥ.	ⲙⲛⲧⲣⲉϥ., ⲙⲉⲧⲣⲉϥ.	ⲙⲛⲧⲣⲉϥ., ⲙⲉⲧⲣⲉϥ.	ⲙⲛⲧⲣⲉϥ., ⲙⲉⲧⲣⲉϥ.	ⲙⲛⲧⲣⲉϥ., ⲙⲉⲧⲣⲉϥ.	2
8609	2581	0		99	With following preposition:	With following preposition:		823a	1	2010-08-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/8609.html					HEADER		With following preposition:	With following preposition:	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=823a											0
8610	2581	8609	^^^ e-	0	at, against	at, against		823a	2	2010-08-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/8610.html	<i><b>c</b></i> ⲉ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲉ-</span> <span class=""nag-hammadi""></span></span>"	ⲉ-	"<span class=""word""><span class=""spelling"">ⲉ-</span> (c)</span>"	-		at, against	at, against	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=823a	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	ⲉ- (c)	1
8611	2581	8609	(B) ^^^ eKoun e-	0				823a	3	2010-08-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/8611.html	(B) <i><b>c</b></i> ⲉϧⲟⲩⲛ ⲉ-	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B""><i><b>c</b></i> ⲉϧⲟⲩⲛ ⲉ-</span> <span class=""nag-hammadi""></span></span>"	ⲉϧⲟⲩⲛ ⲉ-	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ⲉϧⲟⲩⲛ ⲉ-</span> (c)</span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=823a						ⲉϧⲟⲩⲛ ⲉ- (c)					1
8612	2581	8609	^^^ etbe-	0				823a	4	2010-08-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/8612.html	<i><b>c</b></i> ⲉⲧⲃⲉ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲉⲧⲃⲉ-</span> <span class=""nag-hammadi""></span></span>"	ⲉⲧⲃⲉ-	"<span class=""word""><span class=""spelling"">ⲉⲧⲃⲉ-</span> (c)</span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=823a	ⲉⲧⲃⲉ- (c)	ⲉⲧⲃⲉ- (c)	ⲉⲧⲃⲉ- (c)	ⲉⲧⲃⲉ- (c)	ⲉⲧⲃⲉ- (c)	ⲉⲧⲃⲉ- (c)	ⲉⲧⲃⲉ- (c)	ⲉⲧⲃⲉ- (c)	ⲉⲧⲃⲉ- (c)	ⲉⲧⲃⲉ- (c)	1
8613	2581	8609	^^^ eJn-	0				823a	5	2010-08-15	1900-01-01	vagrant		https://pishoyg.github.io/crum/8613.html	<i><b>c</b></i> ⲉϫⲛ-	"<span class=""word""><span class=""spelling""><i><b>c</b></i> ⲉϫⲛ-</span> <span class=""nag-hammadi""></span></span>"	ⲉϫⲛ-	"<span class=""word""><span class=""spelling"">ⲉϫⲛ-</span> (c)</span>"	-				https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=823a	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	ⲉϫⲛ- (c)	1
