key	word	type	cz	en	gr	crum	quality	pos	added	updated	created_by	updated_by	key-link	word-parsed	word-parsed-classify	word-title	word-parsed-prettify	dawoud-pages	crum-last-page	quality-parsed	type-parsed	gr-parsed	en-parsed	en-parsed-no-greek	crum-link	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	key-next	key-prev	crum-pages	derivations-table	derivations-list
2084	Keni	2	{intr:} quarrel	{intr:} quarrel		630b	6	0	2010-01-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/2084.html	ϧⲉⲛⲓ	"<span class=""word""><span class=""spelling"">ϧⲉⲛⲓ</span> <span class=""nag-hammadi""></span></span>"	ϧⲉⲛⲓ	"<span class=""word""><span class=""spelling"">ϧⲉⲛⲓ</span></span>"			complete	verb		<b>intr:</b> quarrel	<b>intr:</b> quarrel	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=630b	ϧⲉⲛⲓ	ϧⲉⲛⲓ	ϧⲉⲛⲓ	ϧⲉⲛⲓ	ϧⲉⲛⲓ	ϧⲉⲛⲓ	ϧⲉⲛⲓ	ϧⲉⲛⲓ	ϧⲉⲛⲓ	ϧⲉⲛⲓ	2085	2083	630		
2085	Kwr,Ker-,Kor=	2	{tr:} destroy	{tr:} destroy		631a	6	0	2010-01-17	2010-03-18	vagrant	vagrant	https://pishoyg.github.io/crum/2085.html	ϧⲱⲣ, ϧⲉⲣ-, ϧⲟⲣ=	"<span class=""word""><span class=""spelling"">ϧⲱⲣ</span>, <span class=""spelling"">ϧⲉⲣ-</span>, <span class=""spelling"">ϧⲟⲣ=</span> <span class=""nag-hammadi""></span></span>"	ϧⲱⲣ, ϧⲉⲣ-, ϧⲟⲣ=	"<span class=""word""><span class=""spelling"">ϧⲱⲣ</span>, <span class=""spelling"">ϧⲉⲣ-</span>, <span class=""spelling"">ϧⲟⲣ=</span></span>"			complete	verb		<b>tr:</b> destroy	<b>tr:</b> destroy	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=631a	ϧⲱⲣ, ϧⲉⲣ-, ϧⲟⲣ=	ϧⲱⲣ, ϧⲉⲣ-, ϧⲟⲣ=	ϧⲱⲣ, ϧⲉⲣ-, ϧⲟⲣ=	ϧⲱⲣ, ϧⲉⲣ-, ϧⲟⲣ=	ϧⲱⲣ, ϧⲉⲣ-, ϧⲟⲣ=	ϧⲱⲣ, ϧⲉⲣ-, ϧⲟⲣ=	ϧⲱⲣ, ϧⲉⲣ-, ϧⲟⲣ=	ϧⲱⲣ, ϧⲉⲣ-, ϧⲟⲣ=	ϧⲱⲣ, ϧⲉⲣ-, ϧⲟⲣ=	ϧⲱⲣ, ϧⲉⲣ-, ϧⲟⲣ=	2086	2084	631		
2086	Kairi	1	serpent	serpent		631a	6	0	2010-01-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/2086.html	ϧⲁⲓⲣⲓ	"<span class=""word""><span class=""spelling"">ϧⲁⲓⲣⲓ</span> <span class=""nag-hammadi""></span></span>"	ϧⲁⲓⲣⲓ	"<span class=""word""><span class=""spelling"">ϧⲁⲓⲣⲓ</span> (ⲡ)</span>"			complete	noun male		serpent	serpent	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=631a	ϧⲁⲓⲣⲓ (ⲡ)	ϧⲁⲓⲣⲓ (ⲡ)	ϧⲁⲓⲣⲓ (ⲡ)	ϧⲁⲓⲣⲓ (ⲡ)	ϧⲁⲓⲣⲓ (ⲡ)	ϧⲁⲓⲣⲓ (ⲡ)	ϧⲁⲓⲣⲓ (ⲡ)	ϧⲁⲓⲣⲓ (ⲡ)	ϧⲁⲓⲣⲓ (ⲡ)	ϧⲁⲓⲣⲓ (ⲡ)	2087	2085	631		
2087	Korps	4	handful /$gk: [[draj]]$/	handful /$gk: [[draj]]$/	draj	631a	6	0	2010-01-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/2087.html	ϧⲟⲣⲡⲥ	"<span class=""word""><span class=""spelling"">ϧⲟⲣⲡⲥ</span> <span class=""nag-hammadi""></span></span>"	ϧⲟⲣⲡⲥ	"<span class=""word""><span class=""spelling"">ϧⲟⲣⲡⲥ</span> (ⲧ)</span>"			complete	noun female	δραξ	handful [δραξ]	handful	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=631a	ϧⲟⲣⲡⲥ (ⲧ)	ϧⲟⲣⲡⲥ (ⲧ)	ϧⲟⲣⲡⲥ (ⲧ)	ϧⲟⲣⲡⲥ (ⲧ)	ϧⲟⲣⲡⲥ (ⲧ)	ϧⲟⲣⲡⲥ (ⲧ)	ϧⲟⲣⲡⲥ (ⲧ)	ϧⲟⲣⲡⲥ (ⲧ)	ϧⲟⲣⲡⲥ (ⲧ)	ϧⲟⲣⲡⲥ (ⲧ)	2088	2086	631		
2088	Kort	1	madman	madman		631a	6	0	2010-01-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/2088.html	ϧⲟⲣⲧ	"<span class=""word""><span class=""spelling"">ϧⲟⲣⲧ</span> <span class=""nag-hammadi""></span></span>"	ϧⲟⲣⲧ	"<span class=""word""><span class=""spelling"">ϧⲟⲣⲧ</span> (ⲡ)</span>"			complete	noun male		madman	madman	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=631a	ϧⲟⲣⲧ (ⲡ)	ϧⲟⲣⲧ (ⲡ)	ϧⲟⲣⲧ (ⲡ)	ϧⲟⲣⲧ (ⲡ)	ϧⲟⲣⲧ (ⲡ)	ϧⲟⲣⲧ (ⲡ)	ϧⲟⲣⲧ (ⲡ)	ϧⲟⲣⲧ (ⲡ)	ϧⲟⲣⲧ (ⲡ)	ϧⲟⲣⲧ (ⲡ)	2089	2087	631		
2089	(B) *KroT (F) *HlaT (O) *Krwt	1	child, young /$gk: [[uios, teknon]]$/	child, young /$gk: [[uios, teknon]]$/	uios, teknon	631a	6	0	2010-01-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/2089.html	"(B) <i>plural: </i>ϧⲣⲟϯ
(F) <i>plural: </i>ϩⲗⲁϯ
(O) <i>plural: </i>ϧⲣⲱⲧ"	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B""><i>plural: </i>ϧⲣⲟϯ</span> <span class=""nag-hammadi""></span></span>
<span class=""word F"">(<span class=""dialect F"">F</span>) <span class=""spelling F""><i>plural: </i>ϩⲗⲁϯ</span> <span class=""nag-hammadi""></span></span>
<span class=""word O"">(<span class=""dialect O"">O</span>) <span class=""spelling O""><i>plural: </i>ϧⲣⲱⲧ</span> <span class=""nag-hammadi""></span></span>"	ϧⲣⲟϯ, ϩⲗⲁϯ, ϧⲣⲱⲧ	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ϧⲣⲟϯ</span> (ⲛ)</span>
<span class=""word F"">(<span class=""dialect F"">F</span>) <span class=""spelling F"">ϩⲗⲁϯ</span> (ⲛ)</span>
<span class=""word O"">(<span class=""dialect O"">O</span>) <span class=""spelling O"">ϧⲣⲱⲧ</span> (ⲛ)</span>"			complete	noun male	υιοσ, τεκνον	child, young [υιοσ, τεκνον]	child, young	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=631a						ϧⲣⲟϯ (ⲛ)	ϩⲗⲁϯ (ⲛ)		ϧⲣⲱⲧ (ⲛ)		2090	2088	631		
2090	KrwT	3	jugular veins	jugular veins		631b	6	0	2010-01-17	2010-01-17	vagrant	vagrant	https://pishoyg.github.io/crum/2090.html	ϧⲣⲱϯ	"<span class=""word""><span class=""spelling"">ϧⲣⲱϯ</span> <span class=""nag-hammadi""></span></span>"	ϧⲣⲱϯ	"<span class=""word""><span class=""spelling"">ϧⲣⲱϯ</span> (noun)</span>"			complete	noun		jugular veins	jugular veins	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=631b	ϧⲣⲱϯ (noun)	ϧⲣⲱϯ (noun)	ϧⲣⲱϯ (noun)	ϧⲣⲱϯ (noun)	ϧⲣⲱϯ (noun)	ϧⲣⲱϯ (noun)	ϧⲣⲱϯ (noun)	ϧⲣⲱϯ (noun)	ϧⲣⲱϯ (noun)	ϧⲣⲱϯ (noun)	2091	2089	631		
2091	Kwt	1	cloth, change of raiment	cloth, change of raiment		631b	6	0	2010-01-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/2091.html	ϧⲱⲧ	"<span class=""word""><span class=""spelling"">ϧⲱⲧ</span> <span class=""nag-hammadi""></span></span>"	ϧⲱⲧ	"<span class=""word""><span class=""spelling"">ϧⲱⲧ</span> (ⲡ)</span>"			complete	noun male		cloth, change of raiment	cloth, change of raiment	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=631b	ϧⲱⲧ (ⲡ)	ϧⲱⲧ (ⲡ)	ϧⲱⲧ (ⲡ)	ϧⲱⲧ (ⲡ)	ϧⲱⲧ (ⲡ)	ϧⲱⲧ (ⲡ)	ϧⲱⲧ (ⲡ)	ϧⲱⲧ (ⲡ)	ϧⲱⲧ (ⲡ)	ϧⲱⲧ (ⲡ)	2092	2090	631		
2092	KaK	1	neck	neck		631b	6	0	2010-01-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/2092.html	ϧⲁϧ	"<span class=""word""><span class=""spelling"">ϧⲁϧ</span> <span class=""nag-hammadi""></span></span>"	ϧⲁϧ	"<span class=""word""><span class=""spelling"">ϧⲁϧ</span> (ⲡ)</span>"			complete	noun male		neck	neck	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=631b	ϧⲁϧ (ⲡ)	ϧⲁϧ (ⲡ)	ϧⲁϧ (ⲡ)	ϧⲁϧ (ⲡ)	ϧⲁϧ (ⲡ)	ϧⲁϧ (ⲡ)	ϧⲁϧ (ⲡ)	ϧⲁϧ (ⲡ)	ϧⲁϧ (ⲡ)	ϧⲁϧ (ⲡ)	2093	2091	631		
2093	KwK	2	{intr:} tighten, strenghten	{intr:} tighten, strenghten		631b	6	0	2010-01-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/2093.html	ϧⲱϧ	"<span class=""word""><span class=""spelling"">ϧⲱϧ</span> <span class=""nag-hammadi""></span></span>"	ϧⲱϧ	"<span class=""word""><span class=""spelling"">ϧⲱϧ</span></span>"			complete	verb		<b>intr:</b> tighten, strenghten	<b>intr:</b> tighten, strenghten	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=631b	ϧⲱϧ	ϧⲱϧ	ϧⲱϧ	ϧⲱϧ	ϧⲱϧ	ϧⲱϧ	ϧⲱϧ	ϧⲱϧ	ϧⲱϧ	ϧⲱϧ	2094	2092	631		
2094	(S,B) Ha-,Haro=	9	to, toward |$ (of persons) /$gk: [[pros]]$/ |$ (not of persons) /$gk: [[pros, eis]]$/	to, toward |$ (of persons) /$gk: [[pros]]$/ |$ (not of persons) /$gk: [[pros, eis]]$/	pros, eis	634b	6	0	2010-01-17	2010-03-19	vagrant	vagrant	https://pishoyg.github.io/crum/2094.html	(S, B) ϩⲁ-, ϩⲁⲣⲟ=	"<span class=""word S B"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>) <span class=""spelling S B"">ϩⲁ-</span>, <span class=""spelling S B"">ϩⲁⲣⲟ=</span> <span class=""nag-hammadi""></span></span>"	ϩⲁ-, ϩⲁⲣⲟ=	"<span class=""word S B"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>) <span class=""spelling S B"">ϩⲁ-</span>, <span class=""spelling S B"">ϩⲁⲣⲟ=</span> (prep.)</span>"			complete	preposition	προσ, εισ	"to, toward
― <i>of persons</i> [προσ]
― <i>not of persons</i> [προσ, εισ]"	"to, toward
― <i>of persons</i> 
― <i>not of persons</i>"	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=634b	ϩⲁ-, ϩⲁⲣⲟ= (prep.)					ϩⲁ-, ϩⲁⲣⲟ= (prep.)					2095	2093	634	"<table> <colgroup> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> </colgroup> <tr> <!--Key: 3249-->  <td colspan=""5"" class=""bordered""><span class=""word""><span class=""spelling"">ⲉⲃⲟⲗ ϩⲁ-</span></span></td> <td colspan=""4"" class=""bordered"">  from </td> <td rowspan=""2"" class=""bordered""><b>Crum: </b><span class=""crum-page"">634b</span></td> </tr> <tr> <!--Key: 3250-->  <td colspan=""5"" class=""bordered""><span class=""word""><span class=""spelling"">ⲉϧⲟⲩⲛ ϩⲁ-</span></span></td> <td colspan=""4"" class=""bordered"">  into, unto </td>  </tr> </table>"	"<ul> <li> <span class=""word""><span class=""spelling"">ⲉⲃⲟⲗ ϩⲁ-</span></span><br/>from </li> <li> <span class=""word""><span class=""spelling"">ⲉϧⲟⲩⲛ ϩⲁ-</span></span><br/>into, unto </li> </ul>"
2095	(S) Ha,Ho (A) Qa (B) Kai (F) Heei	1	winnowing fan /$gk: [[ptuon]]$/	winnowing fan /$gk: [[ptuon]]$/	ptuon	635a	6	0	2010-01-17	2010-04-02	vagrant	vagrant	https://pishoyg.github.io/crum/2095.html	"(S) ϩⲁ, ϩⲟ
(A) ⳉⲁ
(B) ϧⲁⲓ
(F) ϩⲉⲉⲓ"	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ϩⲁ</span>, <span class=""spelling S"">ϩⲟ</span> <span class=""nag-hammadi""></span></span>
<span class=""word A"">(<span class=""dialect A"">A</span>) <span class=""spelling A"">ⳉⲁ</span> <span class=""nag-hammadi""></span></span>
<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ϧⲁⲓ</span> <span class=""nag-hammadi""></span></span>
<span class=""word F"">(<span class=""dialect F"">F</span>) <span class=""spelling F"">ϩⲉⲉⲓ</span> <span class=""nag-hammadi""></span></span>"	ϩⲁ, ϩⲟ, ⳉⲁ, ϧⲁⲓ, ϩⲉⲉⲓ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ϩⲁ</span>, <span class=""spelling S"">ϩⲟ</span> (ⲡ)</span>
<span class=""word A"">(<span class=""dialect A"">A</span>) <span class=""spelling A"">ⳉⲁ</span> (ⲡ)</span>
<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ϧⲁⲓ</span> (ⲡ)</span>
<span class=""word F"">(<span class=""dialect F"">F</span>) <span class=""spelling F"">ϩⲉⲉⲓ</span> (ⲡ)</span>"			complete	noun male	πτυον	winnowing fan [πτυον]	winnowing fan	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=635a	ϩⲁ, ϩⲟ (ⲡ)			ⳉⲁ (ⲡ)		ϧⲁⲓ (ⲡ)	ϩⲉⲉⲓ (ⲡ)				2096	2094	635		
2096	(S) Ha,Ho,Hae	1	pole, mast, weaver's beam /$gk: [[antion]]$/	pole, mast, weaver's beam /$gk: [[antion]]$/	antion	635a	6	0	2010-01-17	2010-03-19	vagrant	vagrant	https://pishoyg.github.io/crum/2096.html	(S) ϩⲁ, ϩⲟ, ϩⲁⲉ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ϩⲁ</span>, <span class=""spelling S"">ϩⲟ</span>, <span class=""spelling S"">ϩⲁⲉ</span> <span class=""nag-hammadi""></span></span>"	ϩⲁ, ϩⲟ, ϩⲁⲉ	"<span class=""word S"">(<span class=""dialect S"">S</span>) <span class=""spelling S"">ϩⲁ</span>, <span class=""spelling S"">ϩⲟ</span>, <span class=""spelling S"">ϩⲁⲉ</span> (ⲡ)</span>"			complete	noun male	αντιον	pole, mast, weaver's beam [αντιον]	pole, mast, weaver's beam	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=635a	ϩⲁ, ϩⲟ, ϩⲁⲉ (ⲡ)										2097	2095	635		
2097	(sA,F) Ha-,Hak-,HaF-$	21	(pref 1st perf)	(pref 1st perf)		635a	6	0	2010-01-17	2010-03-19	vagrant	vagrant	https://pishoyg.github.io/crum/2097.html	(sA, F) ϩⲁ-, ϩⲁⲕ-, ϩⲁϥ-<i> &c</i>	"<span class=""word sA F"">(<span class=""dialect sA"">sA</span>, <span class=""dialect F"">F</span>) <span class=""spelling sA F"">ϩⲁ-</span>, <span class=""spelling sA F"">ϩⲁⲕ-</span>, <span class=""spelling sA F"">ϩⲁϥ-<i> &c</i></span> <span class=""nag-hammadi""></span></span>"	ϩⲁ-, ϩⲁⲕ-, ϩⲁϥ-	"<span class=""word sA F"">(<span class=""dialect sA"">sA</span>, <span class=""dialect F"">F</span>) <span class=""spelling sA F"">ϩⲁ-</span>, <span class=""spelling sA F"">ϩⲁⲕ-</span>, <span class=""spelling sA F"">ϩⲁϥ-</span> (&c)</span>"			complete	verbal prefix		<i>pref 1st perf</i>	<i>pref 1st perf</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=635a					ϩⲁ-, ϩⲁⲕ-, ϩⲁϥ- (&c)		ϩⲁ-, ϩⲁⲕ-, ϩⲁϥ- (&c)				2098	2096	635		
2098	(A) Hae	2	give, bring (upon)	give, bring (upon)		635a	6	0	2010-01-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/2098.html	(A) ϩⲁⲉ	"<span class=""word A"">(<span class=""dialect A"">A</span>) <span class=""spelling A"">ϩⲁⲉ</span> <span class=""nag-hammadi""></span></span>"	ϩⲁⲉ	"<span class=""word A"">(<span class=""dialect A"">A</span>) <span class=""spelling A"">ϩⲁⲉ</span></span>"			complete	verb		give, bring <i>upon</i>	give, bring <i>upon</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=635a				ϩⲁⲉ							2099	2097	635		
2099	(F) Hah	4	(an animal)	(an animal)		636b	6	0	2010-01-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/2099.html	(F) ϩⲁⲏ	"<span class=""word F"">(<span class=""dialect F"">F</span>) <span class=""spelling F"">ϩⲁⲏ</span> <span class=""nag-hammadi""></span></span>"	ϩⲁⲏ	"<span class=""word F"">(<span class=""dialect F"">F</span>) <span class=""spelling F"">ϩⲁⲏ</span> (ⲧ)</span>"			complete	noun female		<i>an animal</i>	<i>an animal</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=636b							ϩⲁⲏ (ⲧ)				2100	2098	636		
2100	(S,B) Hai (A,F) Hei (sA) Heei	1	husband /$gk: [[anhr]]$/	husband /$gk: [[anhr]]$/	anhr	636b	6	0	2010-01-17	2010-03-19	vagrant	vagrant	https://pishoyg.github.io/crum/2100.html	"(S, B) ϩⲁⲓ
(A, F) ϩⲉⲓ
(sA) ϩⲉⲉⲓ"	"<span class=""word S B"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>) <span class=""spelling S B"">ϩⲁⲓ</span> <span class=""nag-hammadi""></span></span>
<span class=""word A F"">(<span class=""dialect A"">A</span>, <span class=""dialect F"">F</span>) <span class=""spelling A F"">ϩⲉⲓ</span> <span class=""nag-hammadi""></span></span>
<span class=""word sA"">(<span class=""dialect sA"">sA</span>) <span class=""spelling sA"">ϩⲉⲉⲓ</span> <span class=""nag-hammadi""></span></span>"	ϩⲁⲓ, ϩⲉⲓ, ϩⲉⲉⲓ	"<span class=""word S B"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>) <span class=""spelling S B"">ϩⲁⲓ</span> (ⲡ)</span>
<span class=""word A F"">(<span class=""dialect A"">A</span>, <span class=""dialect F"">F</span>) <span class=""spelling A F"">ϩⲉⲓ</span> (ⲡ)</span>
<span class=""word sA"">(<span class=""dialect sA"">sA</span>) <span class=""spelling sA"">ϩⲉⲉⲓ</span> (ⲡ)</span>"			complete	noun male	ανηρ	husband [ανηρ]	husband	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=636b	ϩⲁⲓ (ⲡ)			ϩⲉⲓ (ⲡ)	ϩⲉⲉⲓ (ⲡ)	ϩⲁⲓ (ⲡ)	ϩⲉⲓ (ⲡ)				2101	2099	636	"<table> <colgroup> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> <col style=""width: 10.0%;""> </colgroup> <tr> <!--Key: 3262-->  <td colspan=""5"" class=""bordered""><span class=""word S B"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>) <span class=""spelling S B"">ⲁⲧϩ.</span></span></td> <td colspan=""4"" class=""bordered"">  not being husband </td> <td rowspan=""5"" class=""bordered""><b>Crum: </b><span class=""crum-page"">636b</span></td> </tr> <tr> <!--Key: 3263-->  <td colspan=""5"" class=""bordered""><span class=""word S B"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>) <span class=""spelling S B"">ⲣ ϩ.</span></span></td> <td colspan=""4"" class=""bordered"">  be husband </td>  </tr> <tr> <!--Key: 3264-->  <td colspan=""5"" class=""bordered""><span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ϧⲁϩ.</span></span></td> <td colspan=""4"" class=""bordered"">  under, having husband [υπανδροσ] </td>  </tr> <tr> <!--Key: 3265-->  <td colspan=""5"" class=""bordered""><span class=""word S B"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>) <span class=""spelling S B"">ϩⲙⲟⲟⲥ ⲙⲛϩ.</span></span></td> <td colspan=""4"" class=""bordered"">  dwell with husband [γαμισκεσθαι] </td>  </tr> <tr> <!--Key: 3266-->  <td colspan=""5"" class=""bordered""><span class=""word S sA B"">(<span class=""dialect S"">S</span>, <span class=""dialect sA"">sA</span>, <span class=""dialect B"">B</span>) <span class=""spelling S sA B"">ϫⲓ ϩ.</span>, <span class=""spelling S sA B"">ϭⲓ ϩ.</span></span></td> <td colspan=""4"" class=""bordered"">  take husband </td>  </tr> </table>"	"<ul> <li> <span class=""word S B"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>) <span class=""spelling S B"">ⲁⲧϩ.</span></span><br/>not being husband </li> <li> <span class=""word S B"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>) <span class=""spelling S B"">ⲣ ϩ.</span></span><br/>be husband </li> <li> <span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ϧⲁϩ.</span></span><br/>under, having husband <span style=""opacity:0.7"">[υπανδροσ]</span> </li> <li> <span class=""word S B"">(<span class=""dialect S"">S</span>, <span class=""dialect B"">B</span>) <span class=""spelling S B"">ϩⲙⲟⲟⲥ ⲙⲛϩ.</span></span><br/>dwell with husband <span style=""opacity:0.7"">[γαμισκεσθαι]</span> </li> <li> <span class=""word S sA B"">(<span class=""dialect S"">S</span>, <span class=""dialect sA"">sA</span>, <span class=""dialect B"">B</span>) <span class=""spelling S sA B"">ϫⲓ ϩ.</span>, <span class=""spelling S sA B"">ϭⲓ ϩ.</span></span><br/>take husband </li> </ul>"
2101	(B) He	18	ho!	ho!		640a	6	0	2010-01-17	1900-01-01	vagrant		https://pishoyg.github.io/crum/2101.html	(B) ϩⲉ	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ϩⲉ</span> <span class=""nag-hammadi""></span></span>"	ϩⲉ	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ϩⲉ</span> (interjection)</span>"			complete	interjection		ho!	ho!	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=640a						ϩⲉ (interjection)					2102	2100	640		
2102	(B) He (F) Hh	3	hinder part, back (in [samenHh])	hinder part, back (in [samenHh])		640a	6	0	2010-01-17	2010-03-19	vagrant	vagrant	https://pishoyg.github.io/crum/2102.html	"(B) ϩⲉ
(F) ϩⲏ"	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ϩⲉ</span> <span class=""nag-hammadi""></span></span>
<span class=""word F"">(<span class=""dialect F"">F</span>) <span class=""spelling F"">ϩⲏ</span> <span class=""nag-hammadi""></span></span>"	ϩⲉ, ϩⲏ	"<span class=""word B"">(<span class=""dialect B"">B</span>) <span class=""spelling B"">ϩⲉ</span> (noun)</span>
<span class=""word F"">(<span class=""dialect F"">F</span>) <span class=""spelling F"">ϩⲏ</span> (noun)</span>"			complete	noun		hinder part, back <i>in ⲥⲁⲙⲉⲛϩⲏ</i>	hinder part, back <i>in ⲥⲁⲙⲉⲛϩⲏ</i>	https://coptot.manuscriptroom.com/crum-coptic-dictionary?pageID=640a						ϩⲉ (noun)	ϩⲏ (noun)				2103	2101	640		
